movie_title,release_date,MovieSuccessLevel,director,director_pop,ActorsAvg,_is_G,_is_Not Rated,_is_PG,_is_PG-13,_is_R,_is_Action,_is_Adventure,_is_Black Comedy,_is_Comedy,_is_Concert/Performance,_is_Documentary,_is_Drama,_is_Horror,_is_Musical,_is_Romantic Comedy,_is_Thriller/Suspense,_is_Western,IsAnimation
Angie,1994.175342,D,Martha Coolidge,1.576,5.509169281,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Deuce Bigalow: Male Gigolo,1999.931507,B,Mike Mitchell,3.233,5.509169281,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Veronica Guerin,2003.786301,D,Joel Schumacher,3.688,5.509169281,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Max Keeble's Big Move,2001.753425,C,Tim Hill,3.627,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Scarlet Letter,1995.775342,C,Roland JoffÃÂ©,0.777,5.509169281,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
D3: The Mighty Ducks,1996.750685,C,Rob Lieberman,0.762,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Up,2009.408219,A,Pete Docter,10.161,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alive,1993.041096,B,Frank Marshall,3.398,5.509169281,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Can't Buy Me Love,1987.613699,C,Steve Rash,1.631,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Hoax,2007.263014,D,Lasse HallstrÃ¶m,3.308,5.509169281,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Fantasia,1940.857534,S,David Hand,2.951,6.019166667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Crimson Tide,1995.361644,B,Tony Scott,4.126,5.509169281,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ransom,1996.843836,A,Ron Howard,5.634,5.509169281,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pretty Woman,1990.227397,A,Garry Marshall,3.741,5.509169281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Inspector Gadget,1999.556164,B,David Kellogg,0.829,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Winnie the Pooh,2011.534247,C,Stephen J. Anderson,3.314126411,5.509169281,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Tigger Movie,2000.112329,B,Jun Falkenstein,1.068,5.509169281,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Heavy Weights,1995.128767,C,Steven Brill,3.574,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
What About Bob?,1991.375342,B,Frank Oz,6.202,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Condorman,1981.594521,D,Charles Jarrott,1.38,5.509169281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Haunted Mansion,2003.893151,B,Rob Minkoff,2.269,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Hitchhiker's Guide to the Galaxy,2005.326027,C,Garth Jennings,5.73,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bedknobs and Broomsticks,1971.758904,B,Robert Stevenson,1.531,2.1795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Pooh's Heffalump Movie,2005.112329,C,Frank Nissen,1.231,2.14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Open Range,2003.616438,B,Kevin Costner,19.452,5.509169281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
D.O.A.,1988.213699,C,Annabel Jankel,0.84,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Meet the Deedles,1998.238356,D,Steve Boyum,0.949,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Beautiful Planet,2016.326027,D,Toni Myers,0.6,5.509169281,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sister Act,1992.408219,A,Emile Ardolino,4.922,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Strange Magic,2015.063014,D,Gary Rydstrom,1.836,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Many Adventures of Winnie the Pooh,1977.194521,D,Wolfgang Reitherman,2.833,5.509169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quiz Show,1994.69589,C,Robert Redford,9.124,5.509169281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
While You Were Sleeping,1995.30411,B,Jon Turteltaub,3.603,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bedtime Stories,2008.972603,B,Adam Shankman,2.069,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The Chronicles of Narnia: The Lion, tÃ¢ÂÂ¦",2005.928767,A,,3.314126411,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Instinct,1999.421918,C,Jon Turteltaub,3.603,5.509169281,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Step Up,2006.605479,B,Anne Fletcher,3.496,5.509169281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
G.I. Jane,1997.635616,B,Ridley Scott,5.031,5.509169281,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Oscar,1991.317808,C,John Landis,1.564,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Parent Trap,1998.572603,B,Nancy Meyers,3.765,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Primeval,2007.032877,D,Michael Katleman,2.332,5.509169281,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Lone Ranger,2013.49863,B,Gore Verbinski,4.843,5.509169281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Monsters, Inc.",2001.827397,A,Pete Docter,10.161,5.509169281,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reign of Fire,2002.134247,C,Rob Bowman,2.52,5.509169281,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Running Brave,1983.832877,D,Donald Shebib,0.6,5.509169281,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dinosaur,2000.380822,A,Ralph Zondag,0.656,5.481,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Rushmore,1998.934247,C,Wes Anderson,8.151,5.509169281,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Freaky Friday,1977.057534,B,Mark Waters,2.779,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The 13th Warrior,1999.649315,C,John McTiernan,4.741,5.509169281,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Brave,2012.471233,A,Brenda Chapman,2.269,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eight Below,2006.128767,B,Frank Marshall,3.398,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gake no ue no Ponyo,2009.613699,D,Hayao Miyazaki,11.849,5.509169281,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Queen of Katwe,2016.720548,D,Mira Nair,1.96,5.509169281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Straight Talk,1992.254795,C,Barnet Kellman,0.6,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Holy Man,1998.764384,C,Stephen Herek,3.184,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Sorcerer's Apprentice,2010.531507,C,Jon Turteltaub,3.603,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stella,1990.087671,C,John Erman,0.98,5.509169281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
An American Werewolf in Paris,1997.972603,C,Anthony Waller,2.358,5.509169281,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Mighty Ducks,1992.745205,B,Stephen Herek,3.184,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tall Tale,1995.230137,D,Jeremiah S. Chechik,2.888,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tangled,2010.887671,A,Byron Howard,2.596,9.636285714,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Ed Wood,1994.739726,D,Tim Burton,10.14,5.509169281,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Jerky Boys,1995.090411,D,James Melkonian,1.553,5.509169281,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Rich Man's Wife,1996.693151,D,Amy Holden Jones,2.407,5.509169281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"20,000 Leagues Under the Sea",1954.967123,S,Richard Fleischer,2.99,5.509169281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Super Mario Bros.,1993.405479,C,Annabel Jankel,0.84,5.509169281,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Proposal,2009.463014,B,Anne Fletcher,3.496,5.509169281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Race to Witch Mountain,2009.2,B,Andy Fickman,1.615,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Huck Finn,1993.252055,C,Stephen Sommers,1.724,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jefferson in Paris,1995.249315,D,James Ivory,3.745,5.509169281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Jungle Book,2016.287671,A,Vitaliy Versace,0.759,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sky High,2005.572603,B,Mike Mitchell,3.233,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Toy Story 2,1999.873973,A,John Lasseter,3.782,5.509169281,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Rescuers,1977.471233,B,Wolfgang Reitherman,2.833,5.509169281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Remember the Titans,2000.736986,B,Boaz Yakin,7.813,5.509169281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Lot Like Love,2005.306849,C,Nigel Cole,1.646,5.509169281,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3 Ninjas,1992.594521,C,Jon Turteltaub,3.603,5.509169281,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Flight of the Navigator,1986.575342,C,Randal Kleiser,1.4,5.509169281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
America's Heart and Soul,2004.49863,D,Louis Schwartsberg,0.6,5.509169281,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Swing Vote,2008.578082,D,Joshua Michael Stern,1.4,5.509169281,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Straight Story,1999.780822,D,David Lynch,6.755,5.509169281,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Kid,2000.512329,B,Jon Turteltaub,3.603,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Enchanted,2007.879452,B,Kevin Lima,2.904,14.14441667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Zootopia,2016.175342,A,Byron Howard,3.314126411,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I'll Be Home For Christmas,1998.857534,C,Arlene Sanford,0.734,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The War at Home,1996.876712,D,Emilio Estevez,6.855,5.509169281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Pan: Return to Neverland,2002.123288,B,Robin Budd,0.6,5.509169281,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ratatouille,2007.490411,A,Brad Bird,9.443,5.509169281,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Secretariat,2010.761644,C,Randall Wallace,2.475,5.509169281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Medicine Man,1992.10137,B,John McTiernan,4.741,5.509169281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Thousand Acres,1997.709589,D,Jocelyn Moorhouse,1.652,5.509169281,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mission to Mars,2000.191781,B,Brian De Palma,3.709,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brother Bear,2003.805479,B,Aaron Blaise,1.62,6.289571429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Snow White and the Seven Dwarfs,1937.961644,S,David Hand,2.951,1.99975,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Toy Story 3,2010.460274,A,Lee Unkrich,3.458,5.509169281,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Miracle,2004.09863,B,Gavin O'Connor,2.842,5.509169281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
My Favorite Martian,1999.115068,C,Donald Petrie,3.564,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Benji the Hunted,1987.424658,C,Joe Camp,0.648,5.509169281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Far Off Place,1993.19726,C,Mikael Salomon,1.22,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Old Dogs,2009.890411,C,Walt Becker,1.239,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Alice in Wonderland,2010.178082,A,Tim Burton,10.14,2.908,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Little Mermaid,1989.863014,A,Ron Clements,2.792,5.514225,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Stick It,2006.323288,C,Jessica Bendinger,0.6,5.509169281,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Funny Bones,1995.249315,D,Peter Chelsom,0.84,5.509169281,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Cars,2006.435616,A,John Lasseter,4.693,5.509169281,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bicentennial Man,1999.950685,B,Chris Columbus,4.321,5.509169281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chimpanzee,2012.30137,C,Alastair Fothergill,1.094,5.509169281,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Apple Dumpling Gang,1975.49589,B,Norman Tokar,1.4,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Other Sister,1999.153425,C,Garry Marshall,3.741,5.509169281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Simple Twist of Fate,1994.663014,D,Gillies MacKinnon,1.052,5.509169281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Where the Heart Is,1990.145205,D,John Boorman,2.004,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaze Tachinu,2013.843836,D,Mitsuo Wakasugi,0.6,5.509169281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Off Beat,1986.276712,D,Michael Dinner,1.67,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Greatest Game Ever Played,2005.739726,C,Bill Paxton,13.989,5.509169281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Three Musketeers,1993.854795,B,Stephen Herek,3.184,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Civil Action,1998.972603,B,Steven Zaillian,2.173,5.509169281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Walt and El Grupo,2009.684932,D,Theodore Thomas,1.96,5.509169281,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Powder,1995.813699,C,Victor Salva,5.386,5.509169281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1492: Conquest of Paradise,1992.764384,D,Ridley Scott,5.031,5.509169281,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Cemetery Club,1993.090411,D,Bill Duke,6.304,5.509169281,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stay Alive,2006.230137,C,William Brent Bell,2.941,5.509169281,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
That Darn Cat,1997.120548,C,Bob Spiers,1.096,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Muppet Christmas Carol,1992.934247,C,Brian Henson,1.117,5.509169281,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Step Up 2 the Streets,2008.120548,C,Jon M. Chu,1.229,5.509169281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fantasia 2000 (Theatrical Release),2000.454795,D,,3.314126411,5.509169281,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Santa Clause 2,2002.824658,A,Michael Lembeck,3.779,5.509169281,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Recruit,2003.084932,B,Roger Donaldson,2.313,5.509169281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Money for Nothing,1993.684932,D,RamÃÂ³n MenÃÂ©ndez,0.6,5.509169281,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Bad Company,1995.054795,D,Damian Harris,0.6,5.509169281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
I Love Trouble,1994.490411,C,Charles Shyer,1.545,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Absent Minded Professor,1961.208219,A,Robert Stevenson,2.243,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jungle 2 Jungle,1997.183562,B,John Pasquin,3.334,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tex,1982.873973,C,Tim Hunter,1.294,5.509169281,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Life With Mikey,1993.421918,C,James Lapine,0.6,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gone Fishin',1997.410959,C,Christopher Cain,1.874,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rogue One: A Star Wars Story,2016.947945,S,Raymond Montemayor,0.6,5.509169281,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Marrying Man,1991.260274,C,Jerry Rees,1.394,5.509169281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Bubble Boy,2001.641096,D,Blair Hayes,0.6,5.509169281,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Baby: Secret of the Lost Legend,1985.224658,C,Bill L. Norton,1.519,5.509169281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Fox and the Hound,1981.520548,B,Ted Berman,2.334,4.8773,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
High Heels and Low Lifes,2001.810959,D,Mel Smith,5.677,5.509169281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tie That Binds,1995.679452,D,Wesley Strick,2.414,5.509169281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
John Carter,2012.189041,B,Andrew Stanton,6.106,5.509169281,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blank Check,1994.112329,C,Rupert Wainwright,1.291,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Guardians of the Galaxy,2014.578082,A,James Gunn,10.478,5.509169281,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Star Wars Ep. VII: The Force Awakens,2015.953425,S,,3.314126411,5.509169281,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Goofy Movie,1995.265753,C,Kevin Lima,2.904,5.5325,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Hocus Pocus,1993.536986,B,Kenny Ortega,2.553,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PeteÃ¢ÂÂs Dragon,2016.608219,B,David Lowery,2.116,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Night Crossing,1982.09589,D,Delbert Mann,4.082,5.509169281,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lilo & Stitch,2002.468493,A,Chris Sanders,5.007,8.405181818,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Metro,1997.046575,C,Thomas Carter,2.447,5.509169281,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
National Treasure,2004.873973,A,Jon Turteltaub,3.603,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shanghai Noon,2000.4,B,Tom Dey,2.744,5.509169281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dangerous Minds,1995.605479,B,John N. Smith,0.6,5.509169281,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Distinguished Gentleman,1992.915068,B,Jonathan Lynn,2.817,5.509169281,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
